"Segment"	"en-ZZ"	"kk-KZ"	"ID"	"File"
"5312"	"Click on the NEXT arrow to read the webpage."	"Веб-парақты оқу үшін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q0a-body_q0a-p3_56fc787919cf45.17795726_0"	"PISA_kaz-KAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"5149"	"Click on one or more boxes to answer the question."	"Сұраққа жауап беру үшін бір немесе бірнеше ұяшықтың үстінен тінтуірмен басыңыз."	"R567_question01_q01itemDirections_56fc78790bba85.72707001_1_0"	"PISA_kaz-KAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"1368"	"I’m dreading Friday."	"Мен Жұма күнінен қорқақтап тұрмын."	"Q01R542_question_Convp3_56fc782106aec1.50636830_1_0"	"PISA_kaz-KAZ_REA_R542-BulletinBoard_en18_MS2022.xlf"
"4519"	"Click on one or more boxes to answer the question."	"Сұраққа жауап беру үшін бір немесе бірнеше ұяшықтың үстінен тінтуірмен басыңыз."	"R563_question07_q07itemDirections_56fc786b47b763.06450393_1_0"	"PISA_kaz-KAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"2747"	"Yes"	"Ия"	"R550_question02_question02_3_56fc785cdffad5.27877570_0"	"PISA_kaz-KAZ_REA_R550-CliffPalace_en18_MS2022.xlf"
"4116"	"Use drag and drop to answer the question."	"Сұраққа жауап беру үшін төмендегі оқиғаларды тінтуірдің көмегімен жылжытыңыз."	"R561_question05_q05itemDirections_56fc785d2dbd00.55276440_1_0"	"PISA_kaz-KAZ_REA_R561-OlympicFlag_en18_MS2022.xlf"
"5863"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00b-body_q00b-itemDirections_56fc787975ae90.73732058_1_0"	"PISA_kaz-KAZ_REA_R570-TheFavour_en18_MS2022.xlf"
"3441"	"&lt;b&gt;Microlending&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Микронесие&lt;/b&gt;&lt;br /&gt;"	"R556_question10_itemTitle_56fc783adf3607.27492742_0_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"2035"	"Is the statement true or false?"	"Брошюра бойынша пайымдаулар  дұрыс па әлде дұрыс емес пе?"	"R545_question03_Q03tr1th1_56fc7821ad8e59.97792072_0"	"PISA_kaz-KAZ_REA_R545-MachuPicchu_en18_MS2022.xlf"
"646"	"Boys"	"Жас жігіт"	"R404_stimulus_tr4td2_56cee1d0c0f849.39932009_0"	"PISA_kaz-KAZ_REA_R404-Sleep_en18_MS2022.xlf"
"647"	"Girls"	"Бойжеткен қыз"	"R404_stimulus_tr4td3_56cee1d0c0fb22.52370246_0"	"PISA_kaz-KAZ_REA_R404-Sleep_en18_MS2022.xlf"
"3338"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Сұраққа жауап беру үшін кестеден таңдаған жауабыңыздың үстінен тінтуірмен басыңыз. &lt;/i&gt;"	"R556_question2_itemDirections_56fc783ac2dd82.36710021_1_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"6093"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q0cR590_question_q0citemDirections_56fd2311163946.15922865_1_0"	"PISA_kaz-KAZ_REA_R590-Sentences01_en18_MS2022.xlf"
"657"	"Click on &lt;b&gt;2&lt;/b&gt; to look at page &lt;b&gt;2&lt;/b&gt;."	"&lt;b&gt;2&lt;/b&gt;-бетті қарау үшін &lt;b&gt;2&lt;/b&gt; нәі үстінен тінтуірмен басыңыз."	"R404_question_introBullet2_56cee1d0c26872.30599782_0"	"PISA_kaz-KAZ_REA_R404-Sleep_en18_MS2022.xlf"
"5308"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q0a-body_q0a-itemDirections_56fc787919c1f3.79340677_1_0"	"PISA_kaz-KAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3445"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Сұраққа жауап беру үшін кестеден таңдаған жауабыңыздың үстінен тінтуірмен басыңыз. &lt;/i&gt;"	"R556_question10_itemDirections_56fc783adf40b1.80389977_1_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"3289"	"MICROLENDING – GENEROSITY OR GREED?"	"МИКРОНЕСИЕ &amp;ndash; ЖОМАРТТЫҚ НЕМЕСЕ САРАҢДЫҚ?"	"Page3_stimulus_pg3Title_56fc783ab5dfc8.56294685_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"1848"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Қосымша беттердің әрбірін таңдай отырып, оң жақтағы екі дереккөздің бірінің үстінен тінтуірмен басыңыз."	"R544_question13_itemDirections_56fc7821777325.89058352_0_0"	"PISA_kaz-KAZ_REA_R544-Tesla_en18_MS2022.xlf"
"3007"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Әрбір пайымдау үшін &lt;b&gt;«Иə»&lt;/b&gt; немесе &lt;b&gt;«Жоқ»&lt;/b&gt; сөздерінің бірінің үстінен тінтуірмен басыңыз"	"R552_question04_q04p1_56fd794262d554.82542321_1_0"	"PISA_kaz-KAZ_REA_R552-FestiRock_en18_MS2022.xlf"
"4956"	"Click on one or more boxes to answer the question."	"Сұраққа жауап беру үшін бір немесе бірнеше ұяшықтың үстінен тінтуірмен басыңыз."	"R566_question01_q01itemDirections_56fc786b7efb09.20390208_1_0"	"PISA_kaz-KAZ_REA_R566-SkelligRocks_en18_MS2022.xlf"
"5580"	"Click on the NEXT arrow to read the webpage."	"Веб-парақты оқу үшін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q0a-body_q0a-p2_56fc784ab0c4f8.74675205_0"	"PISA_kaz-KAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"2864"	"&lt;b&gt;Sent:&lt;/b&gt; 22 March 2015"	"&lt;b&gt;Жіберілді:&lt;/b&gt; 22 Наурыз 2015"	"pg1_stimulus_pg1-li3-3_56fd7942572183.74944699_0"	"PISA_kaz-KAZ_REA_R552-FestiRock_en18_MS2022.xlf"
"4040"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00a-body_q00a-p1_56fc785d252639.73865870_1_0"	"PISA_kaz-KAZ_REA_R561-OlympicFlag_en18_MS2022.xlf"
"6109"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз.&lt;/i&gt;"	"q00body_q00itemDirections_56fd23111a5057.38756393_1_0"	"PISA_kaz-KAZ_REA_R590-Sentences01_en18_MS2022.xlf"
"2426"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00b-body_q00b-itemDirections_56fc786acb26b7.77035141_1_0"	"PISA_kaz-KAZ_REA_R549-MessageInABottle_en18_MS2022.xlf"
"4391"	"Date"	"Күні"	"R563-stimulus-communtity_stimulus_culture_sports_10_56fc786b382e91.01452399_0"	"PISA_kaz-KAZ_REA_R563-QuestionOfTheWeek_en18_MS2022.xlf"
"4744"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз.&lt;/i&gt;"	"question00a_1_itemDirections00_56fc785d589cb2.39315232_1_0"	"PISA_kaz-KAZ_REA_R565-SittingDisease_en18_MS2022.xlf"
"3544"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз.&lt;/i&gt;"	"question00a_1_itemDirections00_56fc786b06b0d0.94993680_1_0"	"PISA_kaz-KAZ_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"3405"	"&lt;b&gt;Microlending&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Микронесие&lt;/b&gt;&lt;br /&gt;"	"R556_question7_itemTitle_56fc783ad9e712.81126683_0_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"4876"	"Website"	"Веб-сайт"	"R566_Stimulus03_stimulus3_6_56fc786b74d361.28053469_0"	"PISA_kaz-KAZ_REA_R566-SkelligRocks_en18_MS2022.xlf"
"3673"	"&lt;i&gt;Refer to both sources on the right by clicking on each of the tabs."	"&lt;i&gt;Тиісті қосымша веб парақтардың үстінен тінтуірмен басу арқылы оң жақтағы екі дереккөзге қараңыз."	"R558_question09_itemDirections_56fc786b14e033.98417900_0_0"	"PISA_kaz-KAZ_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"673"	"&lt;i&gt;Refer to the two-page article &quot;Sleep&quot; on the right. Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Оң жақта екі беттік «Ұйқы» мақаласына қараңыз. Сұраққа жауап беру үшін жауабыңыздың үстінен тінтуірмен басыңыз.&lt;/i&gt;"	"R404_question_itemDirections_56cee1d0c4c315.24097508_0"	"PISA_kaz-KAZ_REA_R404-Sleep_en18_MS2022.xlf"
"3965"	"Click on the NEXT arrow to read the article."	"Бұл мақаланы оқу үшін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00bbody_q00bp2_56fc784a832d02.66358957_0"	"PISA_kaz-KAZ_REA_R560-GarbagePatch_en18_MS2022.xlf"
"378"	"On 1 June 1910, on an old Scottish whaler, the Terra Nova, the party of the Englishman (sixty-five men, seventeen ponies and thirty dogs) set out from the continent of Europe. Preparations had taken nearly a year. The expedition had a dual purpose: to carry out a scientific research programme and also, of course, to conquer the South Pole. Suddenly, Scott was to discover a formidable rival, Norwegian Roald Amundsen."	"1910 жылдың 1 маусымында шотландиялық ескі кит аулайтын «Жаңа Жер&gt;&gt; кемесімен ағылшын командасы (алпыс бес ер адам, он жеті пони (жылқы) және отыз ит) Еуропалық континенттен жүзіп кетті. Саяхатқа дайындалу бір жылға жуық уақытты алды. Экспедицияның алдында қос міндет тұрды: ғылыми зерттеулер жүргізу және, әрине, Оңтүстік Полюске де жету. Ойламаған жерден Скоттың айбатты қарсыласы норвег Руаль Амундсен пайда болды."	"R220_stimulus_p1_56cee1d0777a06.74738007_0"	"PISA_kaz-KAZ_REA_R220-SouthPole_en18_MS2022.xlf"
"5201"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Əрбір пайымдау үшін &lt;b&gt;«Дұрыс»&lt;/b&gt; немесе &lt;b&gt;«Дұрыс емес»&lt;/b&gt; сөздерінің бірінің үстінен тінтуірмен басыңыз."	"R567_question05_q05p1_56fc787910f162.59215709_1_0"	"PISA_kaz-KAZ_REA_R567-SmokeJumpers_en18_MS2022.xlf"
"3145"	"Then click on the NEXT arrow.&lt;/i&gt;"	"Содан кейін КЕЛЕСІ батырмасының үстінінен тінтуірмен басыңыз. &lt;/i&gt;"	"question00a_1_itemDirections0a_56fc784a5a26a5.39697544_1_0"	"PISA_kaz-KAZ_REA_R553-HealthForum_en18_MS2022.xlf"
"658"	"Then click on the NEXT arrow to view the first question."	"Бірінші сұрақты қарау үшін КЕЛЕСІ батырмасын басыңыз."	"R404_question_introBullet3_56cee1d0c26b37.64096408_0"	"PISA_kaz-KAZ_REA_R404-Sleep_en18_MS2022.xlf"
"3356"	"&lt;b&gt;Microlending&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Микронесие&lt;/b&gt;&lt;br /&gt;"	"R556_question3_itemTitle_56fc783ac55762.81177498_0_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"1891"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Әрбір пайымдау үшін &lt;b&gt;Иә&lt;/b&gt; немесе &lt;b&gt;Жоқ&lt;/b&gt; сөздерінің бірінің үстінен тінтуірмен басыңыз."	"R544_question4_question4_1_56fc78217b0235.67596425_1_0"	"PISA_kaz-KAZ_REA_R544-Tesla_en18_MS2022.xlf"
"1606"	"&lt;i&gt;Refer to “Alfred Bernhard Nobel” on the right."	"&lt;i&gt;Оң жақтағы &quot;Альфред Бернхард Нобель&quot; мәтініне қараңыз."	"R543_question2_itemDirections_56fc7821351641.10631472_0_0"	"PISA_kaz-KAZ_REA_R543-Nobel_en18_MS2022.xlf"
"6108"	"&lt;i&gt;Read the information below."	"&lt;i&gt;Төмендегі ақпаратты оқыңыз."	"q00body_q00itemDirections_56fd23111a5057.38756393_0_0"	"PISA_kaz-KAZ_REA_R590-Sentences01_en18_MS2022.xlf"
"32"	"&lt;i&gt;Refer to &quot;Drugged Spiders Drop Stitches&quot; on the right. Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;Оң жақтағы «Нашақор өрмекшілер» бөлімін қараңыз. Сұраққа жауабыңызды теріңіз.&lt;/i&gt;"	"R055_question_itemDirections_56cee1d00d03d4.71283564_0"	"PISA_kaz-KAZ_REA_R055-DruggedSpiders_en18_MS2022.xlf"
"3551"	"&lt;i&gt;Read the information below."	"&lt;i&gt;Төмендегі ақпаратты оқыңыз."	"question00b_1_itemDirections00_56fc786b079021.97854133_0_0"	"PISA_kaz-KAZ_REA_R558-MicrowaveOvens_en18_MS2022.xlf"
"2953"	"Then click on the NEXT arrow."	"Одан кейін КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q00a-body_q00a-itemDirections_56fd79425c7be5.80957375_1_0"	"PISA_kaz-KAZ_REA_R552-FestiRock_en18_MS2022.xlf"
"5401"	"Image Credit: NASA"	"Суреттерді берген: НАСА"	"page2_stimulus_stimulusTab1_3_56fc784aa14495.49572288_1_0"	"PISA_kaz-KAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"5589"	"Refer to both sources on the right by clicking on each of the tabs."	"Қосымша беттердің әрбірін таңдай отырып, оң жақтағы екі дереккөзге қараңыз."	"R568_question10_q10itemDirections_56fc784ab36f21.34700073_0_0"	"PISA_kaz-KAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"1845"	"&lt;b&gt;Nikola Tesla&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Никола Теслa&lt;/b&gt;&lt;br /&gt;"	"R544_question13_itemTitle_56fc7821776a27.18155912_0_0"	"PISA_kaz-KAZ_REA_R544-Tesla_en18_MS2022.xlf"
"5585"	"Click on the NEXT arrow to read the article."	"Мақаланы оқу үшін  КЕЛЕСІ батырмасының үстінен тінтуірмен басыңыз."	"q0b-body_q0b-p2_56fc784ab20693.68037048_0"	"PISA_kaz-KAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"520"	"Click on &lt;b&gt;2&lt;/b&gt; to look at page &lt;b&gt;2&lt;/b&gt;."	"&lt;b&gt;2&lt;/b&gt;-бетке қарау үшін &lt;b&gt;2&lt;/b&gt; санының үстінен тінтуірмен басыңыз."	"R220_question_introBullet2_56cee1d0805f70.87722240_0"	"PISA_kaz-KAZ_REA_R220-SouthPole_en18_MS2022.xlf"
"5570"	"Refer to both sources on the right by clicking on each of the tabs."	"Қосымша беттердің әрбірін таңдай отырып, оң жақтағы екі дереккөзге қараңыз."	"R568_question09_q09itemDirections_56fc784aaf50f2.75963302_0_0"	"PISA_kaz-KAZ_REA_R568-SpaceDebris_en18_MS2022.xlf"
"3413"	"&lt;b&gt;Microlending&lt;/b&gt;&lt;br /&gt;"	"&lt;b&gt;Микронесие&lt;/b&gt;&lt;br /&gt;"	"R556_question8_itemTitle_56fc783adbcbb2.08661611_0_0"	"PISA_kaz-KAZ_REA_R556-Microlending_en18_MS2022.xlf"
"5038"	"Click on one or more boxes to answer the question."	"Сұраққа жауап беру үшін бір немесе бірнеше ұяшықтың үстінен тінтуірмен басыңыз."	"R566_question07_q07itemDirections_56fc786b8bda87.23847372_1_0"	"PISA_kaz-KAZ_REA_R566-SkelligRocks_en18_MS2022.xlf"
"28"	"&lt;i&gt;Refer to &quot;Drugged Spiders Drop Stitches&quot; on the right. Type your answer to the question.&lt;/i&gt;"	"&lt;i&gt;Оң жақтағы «Нашақор өрмекшілер» бөлімін қараңыз. Сұраққа жауабыңызды теріңіз.&lt;/i&gt;"	"R055_question_itemDirections_56cee1d00b6bc3.36364879_0"	"PISA_kaz-KAZ_REA_R055-DruggedSpiders_en18_MS2022.xlf"
"3151"	"&lt;i&gt;Read the information below."	"&lt;i&gt;Төмендегі ақпаратты оқыңыз."	"question00b_1_itemDirections0b_56fc784a5b0b61.65001921_0_0"	"PISA_kaz-KAZ_REA_R553-HealthForum_en18_MS2022.xlf"
