"Segment"	"en-ZZ"	"uk-UA"	"ID"	"File"
"3954"	"Click on the NEXT arrow to read the article."	"Щоб прочитати статтю, клікніть на стрілку УПЕРЕД.&lt;/i&gt;"	"q00bbody_q00bp2_5c9d225a325971.00134322_0"	"PISA_ukr-UKR_REA_R560-GarbagePatch_en21_MS2022.xlf"
"1417"	"WORK RIGHT"	"«ПРАЦЮЙ ПРАВИЛЬНО!»"	"R466_stimulus_stimulus2_1_5c3f627f40a770.51221106_0"	"PISA_ukr-UKR_REA_R466-WorkRight_en21_MS2022.xlf"
"4993"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R566_question05_q05itemDirections_5c9d225b2e4c18.97287601_1_0"	"PISA_ukr-UKR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5134"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R567_question02_q02itemDirections_5c9d225b5ba536.69101290_2_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4269"	"Click on a choice and then type an explanation to answer the question."	"Виберіть Вашу відповідь та клікніть на неї. Після цього введіть Ваше пояснення."	"R562_question06_q06itemDirections_5c9d225a8c1f27.02066797_1_0"	"PISA_ukr-UKR_REA_R562-OpeningNight_en21_MS2022.xlf"
"5120"	"on the right."	"наведеною справа."	"R567_question01_q01itemDirections_5c9d225b5a5969.41932027_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4835"	"Newspaper Article"	"Стаття з газети"	"R566_Stimulus01_stimulus1_4_5c9d225b1ba0c1.01552199_0"	"PISA_ukr-UKR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"3869"	"Click on a search result to answer the question."	"Щоб відповісти на запитання, виберіть результат пошуку та клікніть на нього."	"R560_question01_q01itemDirections_5c9d225a275490.54340907_1_0"	"PISA_ukr-UKR_REA_R560-GarbagePatch_en21_MS2022.xlf"
"2076"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R543_question5_itemDirections_5c9d219e828549.10101766_1_0"	"PISA_ukr-UKR_REA_R543-Nobel_en21_MS2022.xlf"
"5006"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R566_question06_q06itemDirections_5c9d225b2fd044.38681925_1_0"	"PISA_ukr-UKR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5502"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q0b-body_q0b-itemDirections_5c9d225b9d8809.57535043_1_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5145"	"on the right."	"наведеною справа."	"R567_question03_q03itemDirections_5c9d225b5d0026.69007205_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4799"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R565_question6_itemDirections_5c9d225b04f336.55057763_1_0"	"PISA_ukr-UKR_REA_R565-SittingDisease_en21_MS2022.xlf"
"4467"	"Refer to the different webpages of the website on the right."	"Ознайомтеся з наведеними справа різними сторінками вебсайта."	"R563_question03_q03itemDirections_5c9d225aab50b2.11425491_0_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5166"	"on the right."	"наведеною справа."	"R567_question05_q05itemDirections_5c9d225b5ff135.78959172_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4488"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R563_question05_q05itemDirections_5c9d225aaed320.38553670_1_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5441"	"Click on a search result to answer the question."	"Щоб відповісти на запитання, виберіть результат пошуку та клікніть на нього."	"R568_question05_q05itemDirections_5c9d225b943d37.21487688_1_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5633"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"q1R569_question_q01itemDirections_5c9d225bbe7a46.56649318_1_0"	"PISA_ukr-UKR_REA_R569-TheCleanup_en21_MS2022.xlf"
"3607"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"Виберіть Ваші відповіді в таблиці та клікніть на них.&lt;/i&gt;"	"R558_question2_itemDirections_5c9d2259d6cf69.19154311_1_0"	"PISA_ukr-UKR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"3934"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R560_question07_q07itemDirections_5c9d225a2f6d99.11968305_1_0"	"PISA_ukr-UKR_REA_R560-GarbagePatch_en21_MS2022.xlf"
"4499"	"Refer to the different webpages of the website on the right."	"Ознайомтеся з наведеними справа різними сторінками вебсайта."	"R563_question06_q06itemDirections_5c9d225ab08fb8.61774619_0_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"5268"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q0b-body_q0b-itemDirections_5c9d225b6a82b7.29262010_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4540"	"Refer to the different webpages of the website on the right."	"Ознайомтеся з наведеними справа різними сторінками вебсайта."	"R563_question09_q09itemDirections_5c9d225ab83649.12366902_0_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"2745"	"Click on the choices in the table to answer the question."	"У таблиці виберіть відповіді на запитання та клікніть на них."	"R549_question09_q09itemDirections_5c9d219f52dd35.44656995_1_0"	"PISA_ukr-UKR_REA_R549-MessageInABottle_en21_MS2022.xlf"
"3498"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"У таблиці виберіть відповіді на запитання та клікніть на них.&lt;/i&gt;"	"R556_question10_itemDirections_5c9d21a02dd603.46615228_1_0"	"PISA_ukr-UKR_REA_R556-Microlending_en21_MS2022.xlf"
"642"	"In the southern spring of 1912 the bodies of Scott and his companions, their travel diaries and last letters were found."	"У той час, коли в Південній півкулі була весна 1912 року, знайшли тіла Скотта та його супутників, їхні дорожні щоденники й останні листи."	"R220_stimulus_p6_5c3f6273df93a9.78997960_0"	"PISA_ukr-UKR_REA_R220-SouthPole_en21_MS2022.xlf"
"5287"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R567_question11_q11itemDirections_5c9d225b6e1bf5.70371706_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5496"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q0a-body_q0a-itemDirections_5c9d225b9c1047.88297843_1_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5608"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q00a-body_q00a-itemDirections_5c9d225bbbd163.29252885_1_0"	"PISA_ukr-UKR_REA_R569-TheCleanup_en21_MS2022.xlf"
"5276"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R568_question10_q10itemDirections_5c9d225b6c40d0.03274707_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5825"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R570_question02_q02itemDirections_5c9d225be73056.15969994_1_0"	"PISA_ukr-UKR_REA_R570-TheFavour_en21_MS2022.xlf"
"5409"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R568_question02_q02itemDirections_5c9d225b903930.97193241_1_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2527"	"Click on the choices in the table to answer the question.&lt;/i&gt;"	"У таблиці виберіть відповіді на запитання та клікніть на них.&lt;/i&gt;"	"R547_question7_itemDirections_5c9d219f1f6623.95886149_1_0"	"PISA_ukr-UKR_REA_R547-BookSurvey_en21_MS2022.xlf"
"5504"	"Click on the NEXT arrow to read the article."	"Щоб прочитати статтю, клікніть на стрілку УПЕРЕД.&lt;/i&gt;"	"q0b-body_q0b-p2_5c9d225b9d8ad3.57377464_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4926"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q00a-body_q00a-itemDirections_5c9d225b241a05.89342632_1_0"	"PISA_ukr-UKR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5644"	"Use drag and drop to answer the question."	"Щоб відповісти на запитання, скористайтеся методом перетягування."	"q2R569_question_q02itemDirections_5c9d225bc00fc8.49987510_1_0"	"PISA_ukr-UKR_REA_R569-TheCleanup_en21_MS2022.xlf"
"5476"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R568_question08_q08itemDirections_5c9d225b990248.85148475_1_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"3952"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q00bbody_q00bitemDirections_5c9d225a3256a8.05350415_1_0"	"PISA_ukr-UKR_REA_R560-GarbagePatch_en21_MS2022.xlf"
"5847"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R570_question04_q04itemDirections_5c9d225be9dcc8.06998933_1_0"	"PISA_ukr-UKR_REA_R570-TheFavour_en21_MS2022.xlf"
"5167"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R567_question05_q05itemDirections_5c9d225b5ff135.78959172_2_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5220"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R567_question09_q09itemDirections_5c9d225b667296.26876893_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5885"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R570_question07_q07itemDirections_5c9d225bee7a75.70306950_1_0"	"PISA_ukr-UKR_REA_R570-TheFavour_en21_MS2022.xlf"
"2264"	"Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї. Після цього введіть Ваше пояснення.&lt;/i&gt;"	"R544_question6_itemDirections_5c9d219eb685e2.41999055_1_0"	"PISA_ukr-UKR_REA_R544-Tesla_en21_MS2022.xlf"
"3896"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R560_question04_q04itemDirections_5c9d225a2b2482.58661381_1_0"	"PISA_ukr-UKR_REA_R560-GarbagePatch_en21_MS2022.xlf"
"5862"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R570_question05_q05itemDirections_5c9d225beb6572.44466392_1_0"	"PISA_ukr-UKR_REA_R570-TheFavour_en21_MS2022.xlf"
"3907"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R560_question05_q05itemDirections_5c9d225a2c7df0.50048329_1_0"	"PISA_ukr-UKR_REA_R560-GarbagePatch_en21_MS2022.xlf"
"5259"	"Click on the NEXT arrow to read the webpage."	"Щоб прочитати вебсайт, клікніть на стрілку УПЕРЕД."	"q0a-body_q0a-p3_5c9d225b68bf31.21236283_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5706"	"Click on a choice and then type an explanation to answer the question."	"Виберіть Вашу відповідь та клікніть на неї. Після цього введіть Ваше пояснення."	"q7R569_question_q7itemDirections_5c9d225bc83ec1.60378577_1_0"	"PISA_ukr-UKR_REA_R569-TheCleanup_en21_MS2022.xlf"
"2337"	"Click on the choices in the table to answer the question."	"У таблиці виберіть відповіді на запитання та клікніть на них."	"R545_question03_Q03itemDirections_5c9d219edb2657.97091233_1_0"	"PISA_ukr-UKR_REA_R545-MachuPicchu_en21_MS2022.xlf"
"5789"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q00a-body_q00a-itemDirections_5c9d225be27017.66409098_1_0"	"PISA_ukr-UKR_REA_R570-TheFavour_en21_MS2022.xlf"
"4049"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q00a-body_q00a-p1_5c9d225a4e1663.65993573_1_0"	"PISA_ukr-UKR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"4935"	"Click on the NEXT arrow to read the website."	"Щоб прочитати інформацію на цьому вебсайті, клікніть на стрілку УПЕРЕД."	"q00b-body_q00b-p2_5c9d225b254bc8.65241268_0"	"PISA_ukr-UKR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"5873"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R570_question06_q06itemDirections_5c9d225bece499.21816193_1_0"	"PISA_ukr-UKR_REA_R570-TheFavour_en21_MS2022.xlf"
"5182"	"Click on a search result to answer the question."	"Щоб відповісти на запитання, виберіть результат пошуку та клікніть на нього."	"R567_question06_q06itemDirections_5c9d225b6157e5.34768799_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5664"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"q3R569_question_q03itemDirections_5c9d225bc19df3.83780861_1_0"	"PISA_ukr-UKR_REA_R569-TheCleanup_en21_MS2022.xlf"
"5498"	"Click on the NEXT arrow to read the webpage."	"Щоб прочитати вебсайт, клікніть на стрілку УПЕРЕД."	"q0a-body_q0a-p2_5c9d225b9c1346.99722333_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"4222"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R562_question01_q01itemDirections_5c9d225a8485a4.12121265_1_0"	"PISA_ukr-UKR_REA_R562-OpeningNight_en21_MS2022.xlf"
"5334"	"Image Credit: NASA"	"Фото надано NASA"	"page2_stimulus_stimulusTab1_2_5c9d225b8c6386.71216999_1_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"2088"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R543_question6_itemDirections_5c9d219e841e59.06022258_1_0"	"PISA_ukr-UKR_REA_R543-Nobel_en21_MS2022.xlf"
"5463"	"Click on either &lt;b&gt;Yes&lt;/b&gt; or &lt;b&gt;No&lt;/b&gt; for each statement."	"Клікніть на &lt;b&gt;Так&lt;/b&gt; або &lt;b&gt;Ні&lt;/b&gt; для кожного твердження."	"R568_question07_q07p1_5c9d225b975136.06697992_1_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"1458"	"Address:"	"Поштовий індекс, країна, область:"	"R466_stimulus_line9_5c3f627f40bef6.29331998_0"	"PISA_ukr-UKR_REA_R466-WorkRight_en21_MS2022.xlf"
"2883"	"Loop"	"Cliff Palace"	"R550_map_label-cliff-loop_5c9d219f71c2a6.08437671_2_0"	"PISA_ukr-UKR_REA_R550-CliffPalace_en21_MS2022.xlf"
"4394"	"Date"	"Дата"	"R563-stimulus-communtity_stimulus_culture_sports_10_5c9d225aa35183.56672884_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"4457"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R563_question02_q02itemDirections_5c9d225aa9b1d6.23322413_1_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3730"	"Click on the NEXT arrow to read the article."	"Щоб прочитати статтю, клікніть на стрілку УПЕРЕД.&lt;/i&gt;"	"q00body_q00p2_5c9d225a083717.02980991_0"	"PISA_ukr-UKR_REA_R559-NaliniNadkarni_en21_MS2022.xlf"
"1412"	"2."	""	"R466_stimulus_section4_5c3f627f3f20b6.82797315_4_0"	"PISA_ukr-UKR_REA_R466-WorkRight_en21_MS2022.xlf"
"5897"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R570_question08_q08itemDirections_5c9d225bf00637.46983770_1_0"	"PISA_ukr-UKR_REA_R570-TheFavour_en21_MS2022.xlf"
"5461"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R568_question07_q07itemDirections_5c9d225b974f88.86132677_1_0"	"PISA_ukr-UKR_REA_R568-SpaceDebris_en21_MS2022.xlf"
"5205"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R567_question08_q08itemDirections_5c9d225b64a187.01204116_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"4610"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R564_question02_q02itemDirections_5c9d225ad871c4.82679481_1_0"	"PISA_ukr-UKR_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"1213"	"&lt;b&gt;Chocolate and Health&lt;/b&gt;"	"&lt;b&gt;Шоколад і здоров'я&lt;/b&gt;"	"R455_question_itemTitle_5c3f627d3c2ab5.91866215_0_0"	"PISA_ukr-UKR_REA_R455-ChocolateAndHealth_en21_MS2022.xlf"
"4621"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R564_question03_q03itemDirections_5c9d225ad99568.65149557_1_0"	"PISA_ukr-UKR_REA_R564-SebastiaoSalgado_en21_MS2022.xlf"
"4939"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q00c-body_q00c-itemDirections_5c9d225b268d16.70648842_1_0"	"PISA_ukr-UKR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"3456"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R556_question4_itemDirections_5c9d21a024b0e0.57299231_1_0"	"PISA_ukr-UKR_REA_R556-Microlending_en21_MS2022.xlf"
"1477"	"— A copy of your proof of purchase"	"— копію документа, що підтверджує оплату товару,"	"R466_stimulus_sect3right_5c3f627f40d3e1.03442676_3_0"	"PISA_ukr-UKR_REA_R466-WorkRight_en21_MS2022.xlf"
"4821"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R565_question8_itemDirections_5c9d225b080195.44434060_1_0"	"PISA_ukr-UKR_REA_R565-SittingDisease_en21_MS2022.xlf"
"2054"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R543_question2_itemDirections_5c9d219e7d71b2.22721691_1_0"	"PISA_ukr-UKR_REA_R543-Nobel_en21_MS2022.xlf"
"5207"	"Click on either &lt;b&gt;True&lt;/b&gt; or &lt;b&gt;False&lt;/b&gt; for each statement."	"Клікніть на &lt;b&gt;Істинне&lt;/b&gt; або &lt;b&gt;Хибне&lt;/b&gt; для кожного твердження."	"R567_question08_q08p1_5c9d225b64a341.04782090_1_0"	"PISA_ukr-UKR_REA_R567-SmokeJumpers_en21_MS2022.xlf"
"5617"	"Then click on the NEXT arrow."	"Після цього клікніть на стрілку УПЕРЕД."	"q00b-body_q00b-itemDirections_5c9d225bbd1911.77188529_1_0"	"PISA_ukr-UKR_REA_R569-TheCleanup_en21_MS2022.xlf"
"4500"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R563_question06_q06itemDirections_5c9d225ab08fb8.61774619_1_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3596"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R558_question01_itemDirections_5c9d2259d1f7c1.89172924_1_0"	"PISA_ukr-UKR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"2544"	"Type your answer to the questions.&lt;/i&gt;"	"Уведіть Ваші відповіді на запитання.&lt;/i&gt;"	"R547_question9_itemDirections_5c9d219f211822.28206430_1_0"	"PISA_ukr-UKR_REA_R547-BookSurvey_en21_MS2022.xlf"
"4100"	"Click on the choices in the table to answer the question."	"Виберіть у таблиці відповіді на запитання та клікніть на них."	"R561_question04_q04itemDirections_5c9d225a584ac1.71572491_1_0"	"PISA_ukr-UKR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"2201"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R544_question11_itemDirections_5c9d219ead6f93.72484522_1_0"	"PISA_ukr-UKR_REA_R544-Tesla_en21_MS2022.xlf"
"3445"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R556_question3_itemDirections_5c9d21a0235112.70152956_2_0"	"PISA_ukr-UKR_REA_R556-Microlending_en21_MS2022.xlf"
"4448"	"Refer to the different webpages of the website on the right."	"Ознайомтеся з наведеними справа різними сторінками вебсайта."	"R563_question01_q01itemDirections_5c9d225aa81f50.68031492_0_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"3640"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R558_question5_itemDirections_5c9d2259db4ee2.88569696_1_0"	"PISA_ukr-UKR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"2240"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R544_question_itemDirections_5c9d219eb20160.68433201_1_0"	"PISA_ukr-UKR_REA_R544-Tesla_en21_MS2022.xlf"
"3667"	"Click on a search result to answer the question."	"Щоб відповісти на запитання, виберіть результат пошуку та клікніть на нього."	"R558_question7_question07_2_5c9d2259de41a7.64572909_1_0"	"PISA_ukr-UKR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4076"	"Click on a choice and then type an explanation to answer the question."	"Виберіть Вашу відповідь та клікніть на неї. Після цього введіть Ваше пояснення."	"R561_question02_q02itemDirections_5c9d225a53a986.73581482_1_0"	"PISA_ukr-UKR_REA_R561-OlympicFlag_en21_MS2022.xlf"
"3651"	"Click on a choice to answer the question.&lt;/i&gt;"	"Виберіть відповідь на запитання та клікніть на неї.&lt;/i&gt;"	"R558_question6_itemDirections_5c9d2259dcc4f3.66608503_1_0"	"PISA_ukr-UKR_REA_R558-MicrowaveOvens_en21_MS2022.xlf"
"4979"	"Click on a choice to answer the question."	"Виберіть відповідь на запитання та клікніть на неї."	"R566_question04_q04itemDirections_5c9d225b2cb4d1.11527511_1_0"	"PISA_ukr-UKR_REA_R566-SkelligRocks_en21_MS2022.xlf"
"4456"	"Refer to the different webpages of the website on the right."	"Ознайомтеся з наведеними справа різними сторінками вебсайта."	"R563_question02_q02itemDirections_5c9d225aa9b1d6.23322413_0_0"	"PISA_ukr-UKR_REA_R563-QuestionOfTheWeek_en21_MS2022.xlf"
"1225"	"&lt;b&gt;Chocolate and Health&lt;/b&gt;"	"&lt;b&gt;Шоколад і здоров'я&lt;/b&gt;"	"R455_question_itemTitle_5c3f627d3d67a8.65177904_0_0"	"PISA_ukr-UKR_REA_R455-ChocolateAndHealth_en21_MS2022.xlf"
