"Segment"	"en-ZZ"	"ms-MY"	"ID"	"File"
"2683"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"Bagus!&lt;br /&gt;Sila klik pada anak panah SETERUSNYA untuk meneruskan ujian."	"sim_1_dialogMsgText2_51940c102b9894.02724093_0"	"PISA_msa-MYS_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1042"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Klik pada satu pilihan jawapan untuk menjawab soalan.&lt;/i&gt;"	"S603_question4_itemDirections4_515e3a720a7b99.14171118_0"	"PISA_msa-MYS_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2122"	"&lt;i&gt;Run the simulation to collect data based on the information below. Click on one or more boxes to answer the question.&lt;/i&gt;"	"Jalankan simulasi untuk mengumpul data berdasarkan maklumat di bawah. Klik pada satu atau lebih petak untuk menjawab soalan."	"question1_1_itemDirections01_5193fde59b12f6.84296644_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"2304"	"To run this simulation, you can use the following controls:"	"Untuk menjalankan simulasi ini, anda boleh menggunakan kawalan-kawalan berikut:"	"menu_1_menuP2_51940bae3962f0.36724953_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2833"	"&lt;i&gt;For this question you will not need to use the simulation. Click on a choice and then type an explanation to answer the question.&lt;/i&gt;"	"&lt;i&gt;Anda tidak perlu menggunakan simulasi untuk soalan ini. Klik pada satu pilihan jawapan dan kemudian taipkan penjelasan untuk menjawab soalan.&lt;/i&gt;"	"question6_1_itemDirections06_51940c103ebfe4.25149254_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2461"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"Bagus!&lt;br /&gt;Sila klik pada anak panah SETERUSNYA untuk meneruskan ujian."	"stimulus2_1_stimulus2_49_51940bae4fe598.93213774_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2370"	"select"	"Pilih"	"question5_1_o5_0_51940bae44b0b3.00306533_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"792"	"The use of science to predict natural disasters"	"Penggunaan sains untuk meramal bencana alam"	"S514_question3_tr2td1_50ed2a28724c05.50489555_0"	"PISA_msa-MYS_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"1320"	"&lt;b&gt;Birds and Caterpillars&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Burung dan Beluncas&lt;/b&gt;&lt;br /&gt; Soalan"	"S607_question4_itemTitle4_517407134b1c07.62650644_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2196"	"&lt;b&gt;Vaccination and Spreading of Disease&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Vaksinasi dan Penyebaran Penyakit&lt;/b&gt;&lt;br /&gt; Soalan"	"question4_1_itemTitle04_5193fde5a250d0.49857825_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"275"	"Medium"	"Sederhana"	"S413_question3_q3t4tr4td2_50ec42977c88a3.73270133_0"	"PISA_msa-MYS_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2102"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Baca pengenalan. Kemudian klik pada anak panah SETERUSNYA.&lt;/i&gt;"	"CS634_intro_itemDirections0_5193fde5976ee6.44142835_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"2245"	"Medium"	"Seder-&lt;br /&gt;hana"	"js_translation_medium_51940bae34af50.64653790_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2452"	"Medium"	"Sederhana"	"stimulus2_1_stimulus2_37_51940bae4fb717.07805933_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1707"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Klik pada satu pilihan jawapan untuk menjawab soalan.&lt;/i&gt;"	"S620_Q5_itemDirections5_51740713a4d6f7.38678093_0"	"PISA_msa-MYS_SCI_S620-Tornadoes_en15_MS2022.xlf"
"1346"	"Caterpillars are in cocoons"	"Beluncas berada di dalam kepompong."	"S607_stimulus1_sl03_517407135cd6c4.85154719_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2211"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"&lt;i&gt; Ingat untuk memilih &lt;b&gt;satu atau lebih&lt;/b&gt; petak.&lt;/i&gt;"	"CS634_Q05_p52_5193fde5a49981.31413934_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"1354"	"Caterpillars hatch and eat leaves"	"Beluncas menetas dan memakan daun"	"S607_stimulus1_sl11_517407135d0c78.97389268_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2328"	"In this simulation, you will be able to explore how the level of fishing of cod and herring affects the biomass of each type of organism in the bay after a five-year period."	"Dalam simulasi ini anda akan dapat meninjau bagaimana tahap tangkapan ikan kod dan ikan hering mempengaruhi biojisim setiap jenis organisma dalam teluk selepas tempoh lima tahun."	"question2_1_P21_51940bae3e5413.17982633_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1355"	"Newly hatched birds are in nests"	"Anak burung yang baru menetas berada di dalam sarang"	"S607_stimulus1_sl12_517407135d10a1.35506100_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2525"	"Can this question be answered by scientific experiments?"	"Bolehkah soalan ini dijawab melalui eksperimen saintifik?"	"S638_question4_Q4_tr1th1_51804fe1883fb9.47923889_0"	"PISA_msa-MYS_SCI_S638-OilSpills_en15_MS2022.xlf"
"925"	"&lt;b&gt;Urban Heat Island Effect&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Kesan Pulau Haba Bandar&lt;/b&gt;&lt;br /&gt;Soalan"	"S602_question4_qitemTitle4_515e3a71ecc5d8.94269684_0"	"PISA_msa-MYS_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"961"	"S602 Urban Heat Island Effect"	"S602 Kesan Panas Bandar Pulau"	"S602_stimulus2_unknownID_515e3a71f23b87.73675307_0"	"PISA_msa-MYS_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"2776"	"To delete any row of data, click on the delete button next to that row."	"Untuk memadamkan sebarang baris data, klik pada butang padam bersebelahan baris tersebut."	"menu_1_menuP4_51940c10331dd6.82051249_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2374"	"select"	"Pilih"	"question5_1_o5b_0_51940bae44bb33.45794359_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2112"	"&lt;b&gt;Recovered/Vaccinated:&lt;/b&gt; Individuals in this state either had the disease and then recovered from it or have been vaccinated to prevent the disease. In the simulation, these individuals cannot get the disease."	"&lt;b&gt;Sembuh/Divaksin:&lt;/b&gt; Individu dalam keadaan ini sama ada telah mendapat penyakit tersebut dan kemudian sembuh atau telah divaksin untuk mencegah penyakit tersebut. Dalam simulasi, individu-individu ini tidak boleh dijangkiti."	"question000_1_t1tr3td2_5193fde59921c3.30526260_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"2207"	"&lt;b&gt;Vaccination and Spreading of Disease&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Vaksinasi dan Penyebaran Penyakit&lt;/b&gt;&lt;br /&gt; Soalan"	"CS634_Q05_itemTitle05_5193fde5a48808.24424360_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"2585"	"In this simulation, you will be able to see how different types of light bulbs with different power levels function. The light bulb tester will show the amount of light output (measured in lumens) as well as the light bulb's efficiency (measured in lumens per watt)."	"Dalam simulasi ini,anda akan melihat bagaimana pelbagai jenis mentol berfungsi dengan tahap kuasa yang berbeza. Penguji mentol akan menunjukkan jumlah output cahaya (diukur dalam lumen) serta kecekapan mentol (diukur dalam lumen per watt)."	"question2_1_Q02P1_51940c1020aec2.48208157_0"	"PISA_msa-MYS_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1705"	"&lt;b&gt;Tornadoes&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Puting beliung&lt;/b&gt;&lt;br /&gt; Soalan"	"S620_Q5_QitemTitle5_51740713a4cac8.00241652_0"	"PISA_msa-MYS_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2463"	"Please click on the NEXT arrow to continue."	"Sila klik pada anak panah SETERUSNYA untuk meneruskan ujian."	"stimulus2_1_automationMsg2_51940bae4fecf2.77405629_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2546"	"S629 Solar Cooker"	"S629 Periuk Solar"	"S629_stimulus0_unknownID_51804fe18d9562.55221986_0"	"PISA_msa-MYS_SCI_S638-OilSpills_en15_MS2022.xlf"
"2862"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"Bagus!&lt;br /&gt;Sila klik pada anak panah SETERUSNYA untuk meneruskan ujian."	"sim_1_sim_3_51940c104145d8.73020862_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"794"	"The provision of assistance to victims of natural disasters"	"Peruntukan bantuan kepada mangsa bencana alam"	"S514_question3_tr4td1_50ed2a287257a4.42320687_0"	"PISA_msa-MYS_SCI_S514-DevelopmentAndDisaster_en15_MS2022.xlf"
"920"	"&lt;b&gt;Urban Heat Island Effect&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Kesan Pulau Haba Bandar&lt;/b&gt;&lt;br /&gt;Soalan"	"S602_question3_qitemTitle3_515e3a71ea4ab2.35582126_0"	"PISA_msa-MYS_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"315"	"&lt;i&gt;Click on the choices in the table to answer the question.&lt;/i&gt;"	"&lt;i&gt;Klik pada pilihan dalam jadual untuk menjawab soalan.&lt;/i&gt;"	"S415_question3_itemDirections3_50ec3dcdedea27.43473983_0"	"PISA_msa-MYS_SCI_S415-SolarPowerGeneration_en15_MS2022.xlf"
"1138"	"Explain why.&lt;br /&gt;"	"Jelaskan mengapa.&lt;br /&gt;"	"S604_question4_q45_51804e6bc71e39.55952968_0"	"PISA_msa-MYS_SCI_S604-WaterFromFog_en15_MS2022.xlf"
"2111"	"&lt;b&gt;Infectious:&lt;/b&gt; Individuals in this state have the disease and can infect others."	"&lt;b&gt;Berjangkit:&lt;/b&gt; Individu dalam keadaan ini telah mendapat penyakit tersebut dan boleh menjangkiti orang lain."	"question000_1_t1tr2td2_5193fde5991bb9.29730595_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"1029"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Klik pada satu pilihan jawapan untuk menjawab soalan.&lt;/i&gt;"	"S603_question3_itemDirections3_515e3a72087b46.40019747_0"	"PISA_msa-MYS_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2339"	"select"	"Pilih"	"question3_1_o3_0_51940bae4043d8.73867895_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2092"	"To run this simulation, you can use the following controls:"	"Untuk menjalankan simulasi, anda boleh menggunakan kawalan berikut:"	"menu_1_aMenuP3_5193fde5960855.32998808_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"2343"	"select"	"Pilih"	"question3_1_o3b_0_51940bae404d70.24748279_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2108"	"This simulation allows you to explore the effect of a vaccination on the spread of an infectious disease in a population of people exposed to the disease."	"Simulasi ini membolehkan anda mengkaji kesan vaksinasi terhadap penyebaran penyakit bagi satu penyakit berjangkit dalam satu populasi yang terdedah kepada penyakit tersebut."	"question000_1_q000P1_5193fde5990cf3.01147251_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"1664"	"&lt;b&gt;Tornadoes&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Puting beliung&lt;/b&gt;&lt;br /&gt; Soalan"	"S620_Q2_QitemTitle2_51740713a06d43.54952946_0"	"PISA_msa-MYS_SCI_S620-Tornadoes_en15_MS2022.xlf"
"2523"	"&lt;i&gt;Click on the choices in the table to answer the question below.&lt;/i&gt;"	"&lt;i&gt;Klik pada pilihan dalam jadual untuk menjawab soalan di bawah.&lt;/i&gt;"	"S638_question4_itemDirections4_51804fe1883094.05290088_0"	"PISA_msa-MYS_SCI_S638-OilSpills_en15_MS2022.xlf"
"2173"	"&lt;b&gt;Vaccination and Spreading of Disease&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Vaksinasi dan Penyebaran Penyakit&lt;/b&gt;&lt;br /&gt; Soalan"	"question3_1_itemTitle03_5193fde5a01601.20351783_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"1356"	"Caterpillars are in cocoons"	"Beluncas berada di dalam kepompong"	"S607_stimulus1_sl13_517407135d1484.71046154_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"277"	"Medium"	"MeSederhana"	"S413_question3_q3t4tr5td2_50ec42977c91f1.46213289_0"	"PISA_msa-MYS_SCI_S413-PlasticAge_en15_MS2022.xlf"
"1379"	"&lt;i&gt;Refer to &quot;Ammonoids&quot; on the right. Use drag and drop to answer the question.&lt;/i&gt;"	"&lt;i&gt;Rujuk &quot;Ammonoid&quot; di sebelah kanan. Guna tarik dan lepas untuk menjawab soalan tersebut.&lt;/i&gt;"	"S608_question2_itemDirections2_515e3a722ae200.73891048_0"	"PISA_msa-MYS_SCI_S608-Ammonoids_en15_MS2022.xlf"
"268"	"Medium"	"Sederhana"	"S413_question3_q3t3tr6td2_50ec42977c5fa4.54792660_0"	"PISA_msa-MYS_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2301"	"How to Run the Simulation"	"Cara Menjalankan Simulasi."	"menu_1_MenuHeading_51940bae395636.30389832_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2448"	"Level of Fishing"	"Paras Tangkapan Ikan"	"stimulus2_1_stimulus2_31_51940bae4fa128.34901386_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2777"	"To select a row of data to answer a question, click anywhere on that row. The row(s) you select will be marked with a star."	"Untuk memilih sebaris data bagi menjawab soalan, klik mana-mana bahagian baris berkenaan. Baris yang anda pilih akan ditandakan dengan bintang."	"menu_1_menuP5_51940c10332141.68408868_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1345"	"Newly hatched birds are in nests"	"Anak burung yang baru menetas berada di dalam sarang."	"S607_stimulus1_sl02_517407135cd2c7.40077453_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"271"	"Medium"	"Sederhana"	"S413_question3_q3t4tr2td2_50ec42977c71d9.87225915_0"	"PISA_msa-MYS_SCI_S413-PlasticAge_en15_MS2022.xlf"
"2234"	"Delete a row of data to run another trial."	"Padamkan sebaris data untuk menjalankan percubaan lain."	"js_translation_deleteMsg_51940bae3450d3.30215634_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2457"	"Medium"	"Sederhana"	"stimulus2_1_stimulus2_45_51940bae4fcf21.03581858_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2779"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Baca pengenalan. Kemudian klik pada anak panah SETERUSNYA.&lt;/i&gt;"	"question0_1_itemDirections00_51940c10345e61.42502127_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"39"	"&lt;b&gt;Milk&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;SUSU&lt;/b&gt;&lt;br /&gt; Soalan"	"S326_question4_itemTitle4_50ec4a59afbae6.96611994_0"	"PISA_msa-MYS_SCI_S326-Milk_en15_MS2022.xlf"
"1298"	"&lt;b&gt;Birds and Caterpillars&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Burung dan Beluncas&lt;/b&gt;&lt;br /&gt; Soalan"	"S607_question3_itemTitle3_517407134665a3.27903045_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1023"	"Elephants and Acacia Trees"	"Gajah dan Pokok akasia"	"S603_question2_attr_alt_attr_question2_6_515e3a720675b9.68307859_0"	"PISA_msa-MYS_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"907"	"&lt;b&gt;Urban Heat Island Effect&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Kesan Pulau Haba Bandar&lt;/b&gt;&lt;br /&gt;Soalan"	"S602_question2_qitemTitle2_515e3a71e8a9e9.07036274_0"	"PISA_msa-MYS_SCI_S602-UrbanHeatIslandEffect_en15_MS2022.xlf"
"2867"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Baca Pengenalan. Kemudian klik pada anak panah SETERUSNYA.&lt;/i&gt;"	"S648_Q0_itemDirections0_517407af694fe9.03906983_0"	"PISA_msa-MYS_SCI_S648-HabitableZone_en15_MS2022.xlf"
"2771"	"To run this simulation, you can use the following controls:"	"Untuk menjalankan simulasi ini, anda boleh menggunakan kawalan-kawalan berikut:"	"menu_1_menuP2_51940c10330f48.46827123_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2466"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Baca pengenalan. Kemudian klik pada anak panah SETERUSNYA.&lt;/i&gt;"	"S638_question0_itemDirections0_51804fe179a0d0.36675138_0"	"PISA_msa-MYS_SCI_S638-OilSpills_en15_MS2022.xlf"
"1541"	"&lt;i&gt;Read the introduction. Then click on the NEXT arrow.&lt;/i&gt;"	"&lt;i&gt;Baca pengenalan. Kemudian klik pada anak panah &quot;SETERUSNYA&quot;.&lt;/i&gt;"	"question0_1_itemDirections00_5193d3562518e5.63977402_0"	"PISA_msa-MYS_SCI_S615-Tsunami_en15_MS2022.xlf"
"2586"	"To see how all the controls in this simulation work, follow these steps:"	"Untuk melihat bagaimana semua kawalan dalam simulasi ini berfungsi, ikut langkah-langkah ini:"	"question2_1_Q02P2_51940c1020b465.51317902_0"	"PISA_msa-MYS_SCI_S643-LightBulbs_en15_MS2022.xlf"
"2768"	"Delete some data to run more trials."	"Padam sebahagian data untuk menjalankan lebih banyak percubaan."	"js_translation_deleteMsg_51940c10312124.83384997_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"1619"	"Medium"	"Sederhana"	"sim_1_simSlopeMed_5193d35634cca0.37401536_0"	"PISA_msa-MYS_SCI_S615-Tsunami_en15_MS2022.xlf"
"2784"	"To see how all the controls in this simulation work, follow these steps:"	"Untuk melihat bagaimana semua kawalan dalam simulasi ini berfungsi, ikut langkah-langkah ini:"	"question1_1_q01p2_51940c1035b545.11039704_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"2685"	"Please click on the NEXT arrow to continue."	"Sila klik pada anak panah SETERUSNYA untuk meneruskan ujian."	"sim_1_automationMsg2_51940c102ba4f1.09359315_0"	"PISA_msa-MYS_SCI_S643-LightBulbs_en15_MS2022.xlf"
"1291"	"Spider"	"labah-labah"	"S607_question2_l22_51740713432b12.34822628_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"1347"	"Birds leave nests"	"Burung meninggalkan sarang."	"S607_stimulus1_sl04_517407135cdb41.55545007_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2344"	"increase"	"bertambah"	"question3_1_o3b_1_51940bae404fe9.18189162_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"205"	"&lt;i&gt;Click on the choices in the table to answer the question.&lt;/i&gt;"	"&lt;i&gt;Klik pada pilihan dalam jadual untuk menjawab soalan.&lt;/i&gt;"	"S413_question2_itemDirections2_50ec4297798f07.99782854_0"	"PISA_msa-MYS_SCI_S413-PlasticAge_en15_MS2022.xlf"
"1022"	"Elephants and Acacia Trees"	"Gajah dan Pokok akasia"	"S603_question2_attr_alt_attr_question2_5_515e3a720673d2.24386211_0"	"PISA_msa-MYS_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2340"	"increase"	"bertambah"	"question3_1_o3_1_51940bae404654.16466940_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1283"	"&lt;b&gt;Birds and Caterpillars&lt;/b&gt;&lt;br /&gt; Question"	"&lt;b&gt;Burung dan Beluncas&lt;/b&gt;&lt;br /&gt; Soalan"	"S607_question2_itemTitle2_5174071342fd00.51354019_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2500"	"Disadvantage"	"Kelemahan"	"S638_question2_header2_51804fe1804f46.37227767_0"	"PISA_msa-MYS_SCI_S638-OilSpills_en15_MS2022.xlf"
"737"	"No"	"TIDAK"	"S498_question3_question3_2_50ec5d5cbaa4d7.50500853_0"	"PISA_msa-MYS_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"1523"	"Medium"	"Sederhana"	"js_translation_slopeMedium_5193d356223111.88387023_0"	"PISA_msa-MYS_SCI_S615-Tsunami_en15_MS2022.xlf"
"2375"	"increase"	"bertambah"	"question5_1_o5b_1_51940bae44bde1.09195708_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"1344"	"Caterpillars hatch and eat leaves"	"Beluncas menetas dan memakan daun"	"S607_stimulus1_sl01_517407135cced4.30298235_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2125"	"✔ Remember to select &lt;b&gt;one or more&lt;/b&gt; boxes."	"&lt;i&gt; ✔ Jangan lupa untuk memilih &lt;b&gt;satu atau lebih&lt;/b&gt; petak.&lt;/i&gt;"	"question1_1_q1p3_5193fde59b26d2.60726263_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"1021"	"Elephants and Acacia Trees"	"Gajah dan Pokok akasia"	"S603_question2_attr_alt_attr_question2_4_515e3a720671b9.28499490_0"	"PISA_msa-MYS_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
"2229"	"Good!&lt;br /&gt; Please click on the NEXT arrow to continue."	"Bagus!&lt;br /&gt; Klik pada anak panah SETERUSNYA untuk meneruskan ujian."	"stimulus_1_dialogMsgText2_5193fde5a8ae93.22557935_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"2371"	"increase"	"bertambah"	"question5_1_o5_1_51940bae44b359.11003691_0"	"PISA_msa-MYS_SCI_S635-SaveTheFish_en15_MS2022.xlf"
"2231"	"Please click on the NEXT arrow to continue."	"Klik pada anak panah SETERUSNYA untuk meneruskan ujian."	"stimulus_1_automationMsg2_5193fde5a8b6f0.19499830_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"2109"	"In the simulation, an individual in the population will be in one of the following three states at all times."	"Dalam simulasi ini, seseorang individu dalam populasi akan berada dalam satu daripada tiga keadaan berikut ."	"question000_1_q000P2_5193fde5990fa4.58817131_0"	"PISA_msa-MYS_SCI_S634-Vaccination_en15_MS2022.xlf"
"1281"	"Birds and Caterpillars"	"Burung dan beluncas"	"S607_question1_attr_alt_attr_question1_1_517407133f6cd9.70465538_0"	"PISA_msa-MYS_SCI_S607-BirdsAndCaterpillars_en15_MS2022.xlf"
"2864"	"Please click on the NEXT arrow to continue."	"Sila klik pada anak panah SETERUSNYA untuk meneruskan ujian."	"sim_1_automationMsg2_51940c104151f1.71258760_0"	"PISA_msa-MYS_SCI_S646-Nanoparticles_en15_MS2022.xlf"
"736"	"Yes"	"YA"	"S498_question3_question3_1_50ec5d5cbaa0a7.30072902_0"	"PISA_msa-MYS_SCI_S498-ExperimentalDigestion_en15_MS2022.xlf"
"1055"	"&lt;i&gt;Click on a choice to answer the question.&lt;/i&gt;"	"&lt;i&gt;Klik pada satu pilihan jawapan untuk menjawab soalan.&lt;/i&gt;"	"S603_question5_itemDirections5_515e3a720ccc26.65539143_0"	"PISA_msa-MYS_SCI_S603-ElephantsAndAcaciaTrees_en15_MS2022.xlf"
